Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,61.590000,61.709999,59.730000,60.139999,54.322041,21286200
2021-01-05,60.349998,62.000000,60.020000,61.700001,55.731117,20213100
2021-01-06,64.489998,66.599998,63.950001,65.250000,58.937695,38106600
2021-01-07,67.070000,68.099998,66.010002,66.019997,59.633213,24161000
2021-01-08,66.209999,66.209999,64.339996,65.370003,59.046093,20747800
2021-01-11,64.580002,66.620003,64.330002,66.440002,60.012581,20454000
2021-01-12,67.489998,67.739998,66.239998,66.669998,60.220322,20162800
2021-01-13,67.000000,67.220001,65.989998,66.860001,60.391949,18541900
2021-01-14,67.519997,69.430000,67.169998,69.010002,62.333958,29108900
2021-01-15,67.370003,67.650002,64.089996,64.230003,58.016373,38295300
2021-01-19,65.199997,65.250000,62.910000,63.689999,57.528610,27022400
2021-01-20,63.750000,63.820000,62.840000,63.250000,57.131180,17448900
2021-01-21,63.209999,63.340000,61.740002,61.869999,55.884678,19394600
2021-01-22,60.939999,61.830002,60.189999,61.330002,55.396919,24740400
2021-01-25,60.669998,60.770000,59.169998,60.560001,54.701408,25754100
2021-01-26,61.200001,61.240002,60.090000,60.910000,55.017548,18760900
2021-01-27,59.900002,60.000000,58.529999,59.400002,53.653625,24657200
2021-01-28,60.150002,61.060001,59.630001,60.340000,54.502686,19986200
2021-01-29,59.959999,60.200001,57.689999,57.990002,52.826527,27078300
2021-02-01,58.660000,58.669998,57.400002,58.430000,53.227348,16073000
2021-02-02,59.599998,60.250000,59.299999,59.580002,54.274956,18693400
2021-02-03,59.410000,61.150002,59.320000,61.099998,55.659607,18730600
2021-02-04,61.570000,62.630001,61.419998,62.410000,56.852962,16612900
2021-02-05,62.990002,63.080002,62.070000,62.580002,57.007832,13493800
2021-02-08,63.090000,63.709999,62.849998,63.650002,57.982555,15055400
2021-02-09,63.700001,63.869999,62.520000,63.119999,57.499744,12336900
2021-02-10,63.480000,63.990002,62.980000,63.619999,57.955231,12680700
2021-02-11,63.599998,63.869999,61.930000,63.200001,57.572628,12108300
2021-02-12,62.919998,64.019997,62.889999,63.630001,57.964336,12174600
2021-02-16,64.919998,65.070000,63.840000,64.120003,58.410706,19065400
2021-02-17,63.799999,64.910004,63.450001,64.760002,58.993721,20279600
2021-02-18,64.300003,64.550003,63.090000,63.480000,57.827694,14833200
2021-02-19,64.160004,65.989998,64.050003,65.779999,59.922894,20456200
2021-02-22,65.400002,66.900002,65.290001,65.519997,59.686050,23120700
2021-02-23,65.589996,66.919998,64.860001,66.739998,60.797424,26712100
2021-02-24,67.169998,68.680000,67.000000,68.599998,62.491806,20752900
2021-02-25,69.040001,69.379997,66.889999,67.410004,61.407761,25206100
2021-02-26,66.779999,67.599998,65.540001,65.879997,60.013988,24182200
2021-03-01,68.489998,69.989998,67.980003,69.540001,63.348110,28054600
2021-03-02,69.190002,69.989998,68.849998,68.910004,62.774200,19200600
2021-03-03,69.489998,71.489998,69.300003,70.379997,64.113312,25157600
2021-03-04,70.180000,71.779999,67.889999,69.809998,63.594067,28518400
2021-03-05,70.839996,71.269997,68.440002,70.230003,63.976669,25406800
2021-03-08,71.070000,72.839996,70.860001,72.220001,65.789482,27351100
2021-03-09,70.910004,72.489998,70.040001,70.989998,64.668991,24194900
2021-03-10,71.290001,73.879997,71.199997,73.750000,67.183243,21331100
2021-03-11,73.480003,74.279999,72.550003,73.309998,66.782417,17499200
2021-03-12,74.419998,75.250000,74.099998,75.180000,68.485901,17210600
2021-03-15,75.510002,75.589996,73.279999,74.220001,67.611404,18918100
