Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,41.250000,41.570000,38.700001,39.830002,39.830002,2913800
2021-01-05,39.529999,40.340000,39.040001,39.700001,39.700001,3872900
2021-01-06,39.700001,40.980000,38.369999,40.939999,40.939999,4651700
2021-01-07,41.299999,42.450001,40.209999,42.389999,42.389999,2439500
2021-01-08,42.470001,42.549999,40.070000,40.169998,40.169998,3452600
2021-01-11,39.639999,40.380001,39.310001,39.630001,39.630001,2132400
2021-01-12,39.650002,39.889999,39.049999,39.500000,39.500000,2707700
2021-01-13,39.900002,40.070000,38.500000,38.599998,38.599998,2091100
2021-01-14,39.230000,40.500000,39.169998,40.250000,40.250000,3061400
2021-01-15,39.910000,41.630001,39.650002,40.869999,40.869999,3652500
2021-01-19,41.139999,41.470001,40.259998,40.400002,40.400002,2610500
2021-01-20,40.660000,41.500000,40.160000,41.470001,41.470001,3935200
2021-01-21,41.599998,43.480000,41.470001,42.599998,42.599998,2745600
2021-01-22,42.240002,42.939999,41.619999,42.880001,42.880001,2545600
2021-01-25,42.820000,43.150002,40.779999,41.930000,41.930000,1868900
2021-01-26,42.279999,42.470001,40.230000,40.360001,40.360001,1654100
2021-01-27,39.430000,39.639999,37.660000,37.939999,37.939999,2623600
2021-01-28,38.369999,39.270000,37.790001,38.889999,38.889999,2139900
2021-01-29,39.060001,39.240002,37.459999,38.250000,38.250000,1972900
2021-02-01,38.630001,39.540001,37.740002,39.419998,39.419998,1510700
2021-02-02,40.139999,40.240002,39.029999,39.959999,39.959999,1122800
2021-02-03,39.810001,40.869999,39.509998,40.369999,40.369999,1469200
2021-02-04,40.279999,41.599998,40.090000,41.549999,41.549999,1479700
2021-02-05,41.959999,42.630001,41.400002,42.590000,42.590000,1988700
2021-02-08,42.860001,43.770000,42.549999,43.410000,43.410000,1995400
2021-02-09,43.259998,43.990002,42.610001,43.490002,43.490002,1719800
2021-02-10,43.580002,43.830002,42.119999,42.689999,42.689999,1324400
2021-02-11,43.150002,43.490002,42.419998,43.419998,43.419998,1446000
2021-02-12,43.080002,44.130001,42.849998,43.419998,43.419998,1151900
2021-02-16,43.959999,43.959999,41.500000,41.709999,41.709999,1473200
2021-02-17,41.410000,41.660000,40.639999,41.220001,41.220001,1335200
2021-02-18,40.959999,41.270000,39.700001,40.049999,40.049999,2050800
2021-02-19,40.500000,41.619999,40.160000,40.910000,40.910000,1698800
2021-02-22,40.740002,42.090000,40.220001,41.380001,41.380001,1689900
2021-02-23,41.090000,42.080002,39.200001,41.730000,41.730000,1722000
2021-02-24,41.889999,42.540001,40.869999,42.400002,42.400002,2676800
2021-02-25,42.130001,42.259998,40.230000,40.610001,40.610001,2006400
2021-02-26,41.180000,44.709999,40.680000,43.270000,43.270000,3564300
2021-03-01,44.630001,45.919998,43.270000,44.840000,44.840000,2637100
2021-03-02,44.619999,44.619999,43.439999,43.709999,43.709999,2204600
2021-03-03,43.950001,44.240002,42.549999,43.250000,43.250000,2025900
2021-03-04,43.090000,43.389999,41.099998,42.320000,42.320000,2532200
2021-03-05,42.740002,43.660000,40.549999,43.520000,43.520000,2764000
2021-03-08,43.820000,44.750000,43.330002,44.330002,44.330002,2071500
2021-03-09,45.060001,45.459999,44.639999,44.820000,44.820000,1428200
2021-03-10,45.500000,47.310001,45.110001,47.080002,47.080002,2008200
2021-03-11,47.400002,47.500000,46.200001,47.049999,47.049999,1608800
2021-03-12,46.520000,47.439999,46.230000,46.740002,46.740002,1660200
2021-03-15,46.869999,47.259998,45.509998,47.029999,47.029999,2205400
2021-03-16,46.650002,47.070000,45.349998,45.799999,45.799999,1481900
2021-03-17,45.740002,47.740002,45.240002,47.500000,47.500000,2475400
2021-03-18,47.250000,47.599998,45.639999,45.680000,45.680000,1386000
2021-03-19,45.790001,46.349998,44.270000,45.900002,45.900002,5608200
2021-03-22,46.060001,46.340000,44.439999,44.869999,44.869999,1639600
2021-03-23,44.349998,44.400002,42.110001,42.279999,42.279999,3385200
2021-03-24,42.849998,44.270000,42.360001,42.369999,42.369999,2604900
2021-03-25,42.009998,44.349998,41.099998,44.049999,44.049999,1810600
2021-03-26,44.770000,46.689999,43.750000,46.619999,46.619999,2628600
2021-03-29,46.939999,46.939999,44.320000,44.759998,44.759998,1869700
2021-03-30,44.639999,45.939999,44.340000,45.910000,45.910000,1223500
2021-03-31,46.259998,47.009998,46.000000,46.369999,46.369999,1933100
2021-04-01,46.759998,48.060001,46.680000,47.369999,47.369999,2863600
2021-04-05,48.709999,49.040001,47.139999,47.590000,47.590000,1481300
2021-04-06,48.029999,48.380001,47.360001,48.049999,48.049999,1316600
2021-04-07,48.099998,48.220001,46.770000,46.950001,46.950001,1720100
2021-04-08,47.250000,47.500000,46.259998,47.340000,47.340000,977400
2021-04-09,47.180000,48.810001,47.119999,48.599998,48.599998,1428800
2021-04-12,48.900002,49.619999,48.250000,49.299999,49.299999,1714900
2021-04-13,49.189999,49.340000,47.400002,48.320000,48.320000,1338500
2021-04-14,48.240002,48.889999,47.700001,47.820000,47.820000,2180600
2021-04-15,48.060001,48.880001,48.060001,48.500000,48.500000,1634500
2021-04-16,49.220001,50.189999,49.040001,49.810001,49.810001,2574900
2021-04-19,50.000000,50.480000,49.029999,49.810001,49.810001,1900600
2021-04-20,49.470001,49.970001,46.980000,47.709999,47.709999,1907400
2021-04-21,47.470001,48.410000,47.299999,48.169998,48.169998,1536900
2021-04-22,48.439999,48.959999,47.230000,47.759998,47.759998,1977100
2021-04-23,48.160000,49.130001,47.779999,48.770000,48.770000,1378700
2021-04-26,49.189999,49.830002,49.020000,49.599998,49.599998,1791100
2021-04-27,49.869999,50.830002,49.529999,49.959999,49.959999,1338000
2021-04-28,49.810001,49.869999,48.849998,49.049999,49.049999,1126500
2021-04-29,49.950001,50.509998,49.139999,49.970001,49.970001,1587900
2021-04-30,49.520000,49.970001,48.389999,48.669998,48.669998,1992000
2021-05-03,49.349998,49.810001,48.880001,49.299999,49.299999,2009800
2021-05-04,48.770000,49.480000,48.240002,48.810001,48.810001,2182300
2021-05-05,48.709999,49.330002,47.680000,49.060001,49.060001,2406500
2021-05-06,52.000000,52.910000,49.919998,52.000000,52.000000,4275400
2021-05-07,52.360001,52.880001,50.970001,52.360001,52.360001,3076000
2021-05-10,53.150002,53.990002,52.230000,52.299999,52.299999,3310300
2021-05-11,50.759998,51.380001,49.169998,50.400002,50.400002,2970200
2021-05-12,49.709999,49.869999,46.410000,46.639999,46.639999,4432700
2021-05-13,47.000000,48.619999,46.730000,47.959999,47.959999,3238300
2021-05-14,48.500000,48.860001,47.369999,47.930000,47.930000,3635000
2021-05-17,47.630001,48.049999,46.130001,47.950001,47.950001,2358800
2021-05-18,48.160000,48.439999,45.759998,45.849998,45.849998,3141600
2021-05-19,44.930000,45.400002,43.700001,44.619999,44.619999,4142600
2021-05-20,44.950001,45.020000,44.009998,44.779999,44.779999,2245500
2021-05-21,45.320000,46.090000,43.919998,43.959999,43.959999,2700800
2021-05-24,44.560001,44.880001,44.060001,44.480000,44.480000,1996100
2021-05-25,44.700001,46.139999,44.610001,44.860001,44.860001,2614300
2021-05-26,44.970001,45.570000,44.400002,45.169998,45.169998,1745100
2021-05-27,45.790001,46.000000,45.000000,45.150002,45.150002,2169500
2021-05-28,45.349998,45.459999,43.740002,44.540001,44.540001,1851600
2021-06-01,44.980000,45.430000,44.240002,44.470001,44.470001,1980000
2021-06-02,44.500000,44.599998,42.669998,42.880001,42.880001,3349200
2021-06-03,42.520000,42.770000,41.750000,42.250000,42.250000,3256400
2021-06-04,42.520000,43.320000,41.950001,42.700001,42.700001,2516700
2021-06-07,42.790001,42.880001,41.889999,41.930000,41.930000,2030500
2021-06-08,41.820000,42.430000,41.230000,42.259998,42.259998,3718800
2021-06-09,43.189999,44.360001,42.950001,43.759998,43.759998,5802800
2021-06-10,43.590000,43.820000,42.310001,42.680000,42.680000,6612800
2021-06-11,43.090000,44.130001,43.080002,43.860001,43.860001,3052800
2021-06-14,43.740002,43.889999,41.919998,42.610001,42.610001,4493400
2021-06-15,42.500000,43.669998,42.349998,43.360001,43.360001,2732100
2021-06-16,42.959999,43.650002,42.509998,43.330002,43.330002,2540000
2021-06-17,43.270000,44.070000,42.110001,43.029999,43.029999,2679300
2021-06-18,41.959999,43.330002,41.959999,42.220001,42.220001,3800200
2021-06-21,42.770000,43.950001,42.380001,43.880001,43.880001,2939500
2021-06-22,43.910000,44.500000,43.220001,44.430000,44.430000,2978000
2021-06-23,44.360001,44.630001,43.700001,44.150002,44.150002,1957300
2021-06-24,44.709999,44.900002,43.930000,44.840000,44.840000,2645400
2021-06-25,44.840000,45.860001,44.610001,45.209999,45.209999,29314900
2021-06-28,45.560001,45.669998,45.099998,45.240002,45.240002,3753100
2021-06-29,45.279999,45.459999,42.500000,42.570000,42.570000,4612800
2021-06-30,42.680000,43.029999,41.750000,42.660000,42.660000,4055500
2021-07-01,42.730000,43.939999,42.549999,43.680000,43.680000,3050200
2021-07-02,43.700001,43.840000,43.160000,43.259998,43.259998,1415300
2021-07-06,43.049999,43.090000,41.060001,42.169998,42.169998,3324000
2021-07-07,41.959999,43.099998,41.650002,43.009998,43.009998,2606100
2021-07-08,41.380001,42.490002,40.930000,41.750000,41.750000,3805600
2021-07-09,42.450001,42.869999,42.259998,42.770000,42.770000,2607600
2021-07-12,42.619999,43.900002,42.580002,43.750000,43.750000,1991800
2021-07-13,43.470001,43.590000,42.080002,42.330002,42.330002,2021500
2021-07-14,42.500000,42.930000,41.470001,41.950001,41.950001,2649100
2021-07-15,41.680000,42.680000,41.619999,41.840000,41.840000,2222200
2021-07-16,41.560001,42.070000,40.880001,40.980000,40.980000,2112800
2021-07-19,39.869999,41.020000,39.240002,40.470001,40.470001,2610000
2021-07-20,40.430000,42.270000,40.240002,41.990002,41.990002,2706000
2021-07-21,43.410000,45.290001,43.410000,44.939999,44.939999,5514900
2021-07-22,44.520000,44.849998,43.869999,44.549999,44.549999,2224200
2021-07-23,44.930000,45.689999,44.549999,45.360001,45.360001,1750000
2021-07-26,45.509998,45.570000,43.660000,44.009998,44.009998,2340900
2021-07-27,44.130001,44.360001,43.310001,44.200001,44.200001,1193600
2021-07-28,44.259998,44.860001,43.009998,44.119999,44.119999,1132200
2021-07-29,44.660000,45.639999,44.450001,44.939999,44.939999,1684100
2021-07-30,44.580002,45.400002,44.450001,44.500000,44.500000,1445100
2021-08-02,44.529999,45.599998,44.220001,44.450001,44.450001,2046900
2021-08-03,44.770000,46.000000,43.730000,45.860001,45.860001,2231200
2021-08-04,45.369999,47.000000,45.259998,45.950001,45.950001,2957700
2021-08-05,47.259998,48.900002,47.000000,47.330002,47.330002,3786800
2021-08-06,48.020000,48.150002,46.900002,47.290001,47.290001,1910700
2021-08-09,47.290001,48.209999,46.750000,47.500000,47.500000,2050600
2021-08-10,47.619999,49.470001,47.450001,48.790001,48.790001,2001900
2021-08-11,48.820000,50.310001,48.360001,50.240002,50.240002,2382000
2021-08-12,52.000000,52.720001,51.209999,51.900002,51.900002,4437600
2021-08-13,51.500000,52.259998,51.160000,51.759998,51.759998,2061800
2021-08-16,51.570000,52.040001,50.580002,51.580002,51.580002,2211300
2021-08-17,50.779999,51.020000,49.099998,49.700001,49.700001,3816900
2021-08-18,49.240002,50.150002,49.130001,49.220001,49.220001,2683100
2021-08-19,48.250000,49.410000,47.869999,48.430000,48.430000,2849700
2021-08-20,48.240002,49.250000,47.910000,49.110001,49.110001,1786100
2021-08-23,49.500000,50.259998,49.009998,50.169998,50.169998,1663400
2021-08-24,50.410000,51.900002,50.410000,51.139999,51.139999,2378300
2021-08-25,51.250000,53.130001,51.009998,52.389999,52.389999,2212100
2021-08-26,52.410000,52.840000,51.540001,51.750000,51.750000,1887600
2021-08-27,51.599998,53.740002,51.599998,53.250000,53.250000,1988500
2021-08-30,53.560001,53.959999,52.639999,53.419998,53.419998,1822200
2021-08-31,53.450001,53.900002,52.820000,53.290001,53.290001,2046900
2021-09-01,53.540001,54.070000,52.590000,53.590000,53.590000,2190700
2021-09-02,54.169998,55.169998,54.160000,54.610001,54.610001,1837000
2021-09-03,54.220001,54.730000,53.720001,54.490002,54.490002,1360000
2021-09-07,54.740002,54.910000,54.169998,54.330002,54.330002,1408700
2021-09-08,53.950001,54.650002,53.689999,54.130001,54.130001,1572100
2021-09-09,54.150002,54.919998,54.009998,54.369999,54.369999,1367500
2021-09-10,54.740002,55.000000,53.410000,53.470001,53.470001,1938400
2021-09-13,54.439999,54.490002,53.230000,53.540001,53.540001,2479100
2021-09-14,53.380001,53.450001,52.049999,52.310001,52.310001,1779000
2021-09-15,52.150002,53.490002,51.680000,53.119999,53.119999,2430400
2021-09-16,52.919998,53.389999,52.419998,52.799999,52.799999,1843500
2021-09-17,52.810001,53.480000,52.419998,52.820000,52.820000,3152500
2021-09-20,51.000000,52.090000,50.590000,52.020000,52.020000,1788100
2021-09-21,52.209999,52.919998,51.520000,52.400002,52.400002,1369800
2021-09-22,52.990002,54.689999,52.830002,53.959999,53.959999,2739400
2021-09-23,53.910000,55.049999,53.840000,54.259998,54.259998,1868500
2021-09-24,54.180000,54.549999,53.889999,54.160000,54.160000,1313600
2021-09-27,53.980000,55.540001,53.910000,54.900002,54.900002,1924600
2021-09-28,54.360001,54.750000,53.529999,53.939999,53.939999,1739400
2021-09-29,54.400002,54.790001,53.730000,53.919998,53.919998,1439700
2021-09-30,53.980000,54.150002,51.720001,51.740002,51.740002,2446800
2021-10-01,52.000000,53.459999,51.639999,52.959999,52.959999,1929500
2021-10-04,52.720001,53.169998,52.270000,52.580002,52.580002,1950800
