Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,347825.000000,347825.000000,340816.000000,343525.000000,343525.000000,400
2021-01-05,343900.000000,344715.000000,340850.000000,341820.000000,341820.000000,300
2021-01-06,343000.000000,349000.000000,342000.000000,346189.000000,346189.000000,900
2021-01-07,347900.000000,351000.000000,347120.000000,350089.000000,350089.000000,300
2021-01-08,350500.000000,352039.000000,348100.000000,352039.000000,352039.000000,200
2021-01-11,348100.000000,351141.000000,348073.000000,350050.000000,350050.000000,200
2021-01-12,350050.000000,351250.000000,348250.000000,350460.000000,350460.000000,200
2021-01-13,349147.000000,353194.000000,348140.000000,353194.000000,353194.000000,300
2021-01-14,353100.000000,353698.000000,351574.000000,352801.000000,352801.000000,100
2021-01-15,350540.000000,352500.000000,348500.000000,350320.000000,350320.000000,300
2021-01-19,351177.000000,354837.000000,348070.000000,352474.000000,352474.000000,300
2021-01-20,351975.000000,353350.000000,350639.000000,352801.000000,352801.000000,300
2021-01-21,354200.000000,354835.000000,352400.000000,354000.000000,354000.000000,500
2021-01-22,351800.000000,351800.000000,349500.000000,350620.000000,350620.000000,300
2021-01-25,349000.000000,352085.000000,347250.000000,351900.000000,351900.000000,400
2021-01-26,350191.000000,351800.000000,349025.000000,349200.000000,349200.000000,200
2021-01-27,346145.000000,346645.000000,341119.000000,343450.000000,343450.000000,500
2021-01-28,344340.000000,351976.000000,344340.000000,348220.000000,348220.000000,400
2021-01-29,344749.000000,346355.000000,343000.000000,344100.000000,344100.000000,300
2021-02-01,345000.000000,346945.000000,344250.000000,346175.000000,346175.000000,300
2021-02-02,348300.000000,352000.000000,348300.000000,350201.000000,350201.000000,400
2021-02-03,350200.000000,351086.000000,349250.000000,350701.000000,350701.000000,200
2021-02-04,351700.000000,355000.000000,351192.000000,354760.000000,354760.000000,400
2021-02-05,355750.000000,356500.000000,353846.000000,354401.000000,354401.000000,300
2021-02-08,355000.000000,357100.000000,354401.000000,357100.000000,357100.000000,300
2021-02-09,356588.000000,362395.000000,355021.000000,362200.000000,362200.000000,600
2021-02-10,363145.000000,363232.000000,360556.000000,361290.000000,361290.000000,300
2021-02-11,361061.000000,362300.000000,360109.000000,361650.000000,361650.000000,200
2021-02-12,359750.000000,365725.000000,359750.000000,365000.000000,365000.000000,400
2021-02-16,367658.000000,372661.000000,366000.000000,369333.000000,369333.000000,900
2021-02-17,368560.000000,370873.000000,368560.000000,370500.000000,370500.000000,500
2021-02-18,368885.000000,370000.000000,364760.000000,367400.000000,367400.000000,1300
2021-02-19,368865.000000,369334.000000,364000.000000,364400.000000,364400.000000,1300
2021-02-22,363380.000000,371000.000000,362860.000000,369250.000000,369250.000000,1700
2021-02-23,370488.000000,371800.000000,367236.000000,371055.000000,371055.000000,2900
2021-02-24,371183.000000,376315.000000,371123.000000,375000.000000,375000.000000,2600
2021-02-25,375233.000000,377357.000000,366401.000000,367800.000000,367800.000000,2200
2021-02-26,370220.000000,374490.000000,363680.000000,364580.000000,364580.000000,1900
2021-03-01,372555.000000,378523.000000,372176.000000,377755.000000,377755.000000,2900
2021-03-02,378323.000000,380000.000000,376933.000000,377835.000000,377835.000000,2300
2021-03-03,377573.000000,385000.000000,377500.000000,381680.000000,381680.000000,2400
2021-03-04,380443.000000,382254.000000,368430.000000,370240.000000,370240.000000,2600
2021-03-05,375823.000000,383500.000000,373595.000000,381600.000000,381600.000000,2500
2021-03-08,385571.000000,391853.000000,383700.000000,388560.000000,388560.000000,3000
2021-03-09,391168.000000,397400.000000,385800.000000,391460.000000,391460.000000,3200
2021-03-10,394113.000000,407750.000000,392015.000000,398840.000000,398840.000000,4200
2021-03-11,402495.000000,402503.000000,395062.000000,396399.000000,396399.000000,3100
2021-03-12,397900.000000,401171.000000,394701.000000,394701.000000,394701.000000,2400
2021-03-15,395785.000000,395890.000000,385131.000000,386400.000000,386400.000000,3000
2021-03-16,387095.000000,387155.000000,379212.000000,382720.000000,382720.000000,100
2021-03-17,382530.000000,385832.000000,380685.000000,381501.000000,381501.000000,3300
2021-03-18,384998.000000,388630.000000,381000.000000,383525.000000,383525.000000,2400
2021-03-19,382320.000000,383613.000000,377500.000000,382698.000000,382698.000000,2500
2021-03-22,381808.000000,382352.000000,378393.000000,380403.000000,380403.000000,2400
